sheet_name,source_file_name,header_row,row_number,nan,25a,25b,25f_vs_25b,24a,25f_vs_24a,nan_2,26b,25a_2,26b_vs_25f,nan_3,nan_4,20260101_000000,20260201_000000,20260301_000000,20260401_000000,20260501_000000,20260601_000000,20260701_000000,20260801_000000,20260901_000000,20261001_000000,20261101_000000,20261201_000000,existing_doors,new_doors,20260101_000000_2,20260201_000000_2,20260301_000000_2,20260401_000000_2,20260501_000000_2,20260601_000000_2,20260701_000000_2,20260801_000000_2,20260901_000000_2,20261001_000000_2,20261101_000000_2,20261201_000000_2,20260101_000000_3,20260201_000000_3,20260301_000000_3,20260401_000000_3,20260501_000000_3,20260601_000000_3,20260701_000000_3,20260801_000000_3,20260901_000000_3,20261001_000000_3,20261101_000000_3,20261201_000000_3,cluster,definition,customer_code,customer_name,region,sales_person,new_door_year,active,2025_cluster,2026_cluster,2025a,2026b,size_indicator,customer_growth_class,2024_ytd,2025_ytd,2025b_ytd,25_vs_24,25_vs_25b,2022,2023,2024,2025b,2025a_2,2026b_2,25_vs_24_2,25_vs_25b_2,26b_vs_25a,nan_5,nan_6,nan_7,nan_8,nan_9,nan_10,nan_11,2025f,customer_no,20220,20230,20240,20250,25_vs_23,25_vs_22,25_vs_22_cagr,25_vs_24_sales,25_vs_23_sales,25_vs_22_sales,25_vs_25b_sales,2025b_2,25_vs_23_2,25_vs_22_2,25_vs_22_cagr_2,25_vs_24_sales_2,25_vs_23_sales_2,25_vs_22_sales_2,25_vs_25b_sales_2,new_door_mmmyy,lost_door_year,lost_door_mmmyy,active_end_2021,active_end_2022,active_end_2023,active_2024,active_2025,growth,col_01,new_door_month,new_door_month_code,annual_total,20220101_000000,20220201_000000,20220301_000000,20220401_000000,20220501_000000,20220601_000000,20220701_000000,20220801_000000,20220901_000000,20221001_000000,20221101_000000,20221201_000000,20220101_000000_2,20220201_000000_2,20220301_000000_2,20220401_000000_2,20220501_000000_2,20220601_000000_2,20220701_000000_2,20220801_000000_2,20220901_000000_2,20221001_000000_2,20221101_000000_2,20221201_000000_2,20230101_000000,20230201_000000,20230301_000000,20230401_000000,20230501_000000,20230601_000000,20230701_000000,20230801_000000,20230901_000000,20231001_000000,20231101_000000,20231201_000000,20230101_000000_2,20230201_000000_2,20230301_000000_2,20230401_000000_2,20230501_000000_2,20230601_000000_2,20230701_000000_2,20230801_000000_2,20230901_000000_2,20231001_000000_2,20231101_000000_2,20231201_000000_2,20240101_000000,20240201_000000,20240301_000000,20240401_000000,20240501_000000,20240601_000000,20240701_000000,20240801_000000,20240901_000000,20241001_000000,20241101_000000,20241201_000000,20240101_000000_2,20240201_000000_2,20240301_000000_2,20240401_000000_2,20240501_000000_2,20240601_000000_2,20240701_000000_2,20240801_000000_2,20240901_000000_2,20241001_000000_2,20241101_000000_2,20241201_000000_2,20250101_000000,20250201_000000,20250301_000000,20250401_000000,20250501_000000,20250601_000000,20250701_000000,20250801_000000,20250901_000000,20251001_000000,20251101_000000,20251201_000000,20250101_000000_2,20250201_000000_2,20250301_000000_2,20250401_000000_2,20250501_000000_2,20250601_000000_2,20250701_000000_2,20250801_000000_2,20250901_000000_2,20251001_000000_2,20251101_000000_2,20251201_000000_2,salesperson,new_customer_year,new_customer_mmmyy,25b_vs_24a,yes,grow,extract_type,load_ts
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,9,,,,,,,,,,,,,400,400,450,450,450,400,400,300,450,500,450,350.00000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25043,"Jupiter Island Holdings, Inc.; Fl",Southeast,Bethany,2023,,C,C,3635,5000,,Maintain,2916,3635,3000,0.24657064471879298,0.21166666666666667,0,1212,2916,3000,3635,5000,0.24657064471879298,0.21166666666666667,0.37551581843191206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,10,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,2021,,,Lost,0,,,Lose,0,0,0,,,1083,1129.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,11,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25024,"Mt. Bailey Holdings, LLC; Four Seasons Hotel Atlanta",Southeast,Bethany,2022,,,Lost,0,,,Lose,0,0,0,,,7009.6,2544.2400000000002,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,12,,,,,,,,,,,,,2800,2800,3150,3150,3150,2800,2800,2100,3150,3500,3150,2450.0000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25047,"Four Seasons Resort Orlando,FL",Southeast,Bethany,2024,,NKD24,A+,29214.710000000003,35000,,Grow,37356.63,29214.710000000003,45000,-0.21795113745538597,-0.35078422222222216,0,0,37356.63,45000,29214.710000000003,35000,-0.21795113745538597,-0.35078422222222216,0.19802661056707382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,13,,,,,,,,,,,,,960,960,1080,1080,1080,960,960,720,1080,1200,1080,840.0000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25055,USREC Banyan Cay Resort LLC,Southeast,Bethany,2024,,NKD24,B,3791.52,12000,,Grow,17321.719999999998,3791.52,12000,-0.7811118064487822,-0.68404,0,0,17321.719999999998,12000,3791.52,12000,-0.7811118064487822,-0.68404,2.1649575895682998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,14,,,,,,,,,,,,,11920,11920,13410,13410,13410,11920,11920,8940,13410,14900,13410,10430.000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Active Existing Doors,,,,,0,,,121222.77,149000,,,150948.02,121222.77,163000,-0.19692374898325915,-0.25630202453987727,89830.65000000001,93919.23000000001,150948.02,163000,121222.77,149000,-0.19692374898325915,-0.25630202453987727,0.22914201680096902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,15,,,,,,,,,,,,,800,800,900,900,900,800,800,600,900,1000,900,700.0000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25063,Equinox Holdings Inc; Miami,Southeast,Bethany,2025,,NKD25,B,7189.44,10000,,Grow,0,7189.44,0,,,0,0,0,0,7189.44,10000,,,0.3909289179685762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,16,,,,,,,,,,,,,80,80,90,90,90,80,80,60,90,100,90,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25069,Simply Bliss SkinCare LLC,Southeast,Bethany,2025,,NKD25,C,343,1000,,Maintain,0,343,0,,,0,0,0,0,343,1000,,,1.9154518950437316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,17,,,,,,,,,,,,,960,960,1080,1080,1080,960,960,720,1080,1200,1080,840.0000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25076,Costa d' Este Beach Resort & Spa,Other,Bethany,2025,,NKD25,B,3193.01,12000,,Grow,0,3193.01,0,,,0,0,0,0,3193.01,12000,,,2.7582093385238378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,18,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NKD25,New doors 2025,Southeast,Bethany,2025,,NKD25,,,,,,0,0,106200,,-1,0,0,0,180000,0,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,19,,,,,,,,,,,,,1840,1840,2070,2070,2070,1840,1840,1380,2070,2300,2070,1610.0000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total New Doors 2025,,,,,0,,,10725.45,23000,,,0,10725.45,106200,,-0.8990070621468926,0,0,0,180000,10725.45,23000,,-0.9404141666666667,1.1444321683472487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,20,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,21,1.0,,,,,,1.0,,,,1.0,,0,5000,5000,5000,4000,9000,11000,4000,17000,13000,17000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NKD26,New doors 2026,Southeast,Bethany,2026,8,NKD26,,,100000,,,0,0,0,,,0,0,0,0,0,100000,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Southeast,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,22,,,,,,,,,,,,,0,5000,5000,5000,4000,9000,11000,4000,17000,13000,17000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total New Doors 2026,,,,,8,,,0,100000,,,0,0,0,,,0,0,0,0,0,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Other,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25035,Rosewood Little Dix Bay; Helen Lugo,Other,Melissa,2023,,B,Lost,0,,,Lose,13723.61,0,15000,-1,-1,0,22651.159999999996,13723.61,15000,,0,-1,-1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Other,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,4,,,,,,,,,,,,,5600,5600,6300,6300,6300,5600,5600,4200,6300,7000,6300,4900.000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25042,Eau Spa Palm Beach; Fl,Southeast,Bethany,2023,,A,A+++,63209.73999999999,70000,,Grow,46123.77,63209.73999999999,50000,0.37043741220633075,0.26419479999999984,0,24324,46123.77,50000,,70000,0.37043741220633075,0.26419479999999984,0.1074242672094523,,,,,,,,63209.73999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Other,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,5,,,,,,,,,,,,,5600,5600,6300,6300,6300,5600,5600,4200,6300,7000,6300,4900.000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Active Existing Doors,,,,,0,,,63209.73999999999,70000,,,13723.61,0,15000,-1,-1,0,46975.159999999996,59847.38,65000,,70000,0.05618224223015256,-0.027542461538461627,0.1074242672094523,,,,,,,,63209.73999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Other,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,6,,,,,,,,,,,,,1600,1600,1800,1800,1800,1600,1600,1200,1800,2000,1800,1400.0000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25075,Wyndham Grand Rio Mar Hotel,Other,Melissa,2025,,NKD25,A,14403.8,20000,,Grow,0,14403.8,0,,,0,0,0,0,,20000,,,0.38852247323622935,,,,,,,,14403.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Other,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,7,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NKD25,New doors 2025,Other,Melissa,2025,,NKD25,,,,,,0,0,53100,,-1,0,0,0,90000,,0,,-1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Other,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,8,,,,,,,,,,,,,1600,1600,1800,1800,1800,1600,1600,1200,1800,2000,1800,1400.0000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total New Doors 2025,,,,,0,,,14403.8,20000,,,0,14403.8,53100,,-0.7287419962335216,0,0,0,90000,,20000,,-0.8399577777777778,0.38852247323622935,,,,,,,,14403.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Other,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NKD26,New doors 2026,Other,Melissa,2026,,NKD26,,,,,,0,0,0,,,0,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Other,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total New Doors 2026,,,,,0,,,0,0,,,0,0,0,,,0,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25003,The resort at Longboat Key CLub; Florida,Southeast,Lisa,2021,No,,Lost,0,0,,Lose,0,0,0,,,1917.25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25009,Glo Rejuvenation; Oregon,West,Amy,2022,No,,Lost,0,0,,Lose,0,0,0,,,22959.840000000004,9876.65,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25011,D&G Global Inc.; Claire Gobler; CA,West,Amy,2022,No,,Lost,0,0,,Lose,0,0,0,,,25189.2,524.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25013,Gurney ´s Inn Resort & Spa LLC; NY,Central,Emily,2022,No,,Lost,0,0,,Lose,0,0,0,,,28353.3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25018,Iridescent LLC; Big-Bang; Miiami; Paula,Southeast,Lisa,2022,No,,Lost,0,0,,Lose,0,0,0,,,8694,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25019,Banyan Cay Res.; W Palm Beach; Melissa,Southeast,Lisa,2022,No,,Lost,0,0,,Lose,0,0,0,,,3203.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25020,Faena Hotel Miami Beach; FL,Southeast,Lisa,2022,No,,Lost,0,0,,Lose,0,0,0,,,7514.3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25021,TALISKER CLUB; Holly Arndt,Central,Amy,,No,,Lost,0,0,,Lose,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25022,Beating Hearts; Dallas; Lori Feste,Central,Amy,2022,No,,Lost,0,0,,Lose,0,0,0,,,2997.3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
Lost,20260324T164535Z_2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25023,HLP Hotels LLC DBA Lost Pines; Texas,Central,Amy,2022,No,,Lost,0,0,,Lose,0,0,0,,,8796.8,6782.98,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us_budget_v2_full_workbook_rows,2026-03-24T16:45:36+00:00
